4,0, -0.471598, -0.471599, 2.98023e-008
5,0, -0.474408, -0.474409, 2.98023e-008
6,0, -0.477076, -0.477076, 0
7,0, -0.4796, -0.4796, -2.98023e-008
8,0, -0.481979, -0.481979, 0
9,0, -0.484214, -0.484214, 2.98023e-008
10,0, -0.486303, -0.486303, -2.98023e-008
11,0, -0.488245, -0.488245, 0
12,0, -0.490041, -0.490041, -2.98023e-008
13,0, -0.49169, -0.49169, -2.98023e-008
14,0, -0.49319, -0.49319, 0
15,0, -0.494542, -0.494542, 0
16,0, -0.495746, -0.495746, 2.98023e-008
17,0, -0.4968, -0.4968, 0
18,0, -0.497705, -0.497705, 2.98023e-008
19,0, -0.49846, -0.49846, 0
20,0, -0.499065, -0.499065, -2.98023e-008
21,0, -0.49952, -0.49952, 2.98023e-008
22,0, -0.499825, -0.499825, -5.96046e-008
23,0, -0.499979, -0.499979, 2.98023e-008
24,0, -0.499983, -0.499983, 0
25,0, -0.499837, -0.499837, 0
26,0, -0.49954, -0.49954, -2.98023e-008
27,0, -0.499093, -0.499093, 0
28,0, -0.498496, -0.498496, 0
29,0, -0.497748, -0.497748, 0
30,0, -0.496851, -0.496851, 2.98023e-008
31,0, -0.495805, -0.495805, 0
32,0, -0.494609, -0.494609, -2.98023e-008
33,0, -0.493265, -0.493265, 2.98023e-008
34,0, -0.491772, -0.491772, 0
35,0, -0.490131, -0.490131, 0
36,0, -0.488343, -0.488343, 0
37,0, -0.486408, -0.486408, 0
38,0, -0.484326, -0.484326, -2.98023e-008
39,0, -0.482099, -0.482099, -2.98023e-008
40,0, -0.479727, -0.479727, 0
41,0, -0.47721, -0.47721, 0
42,0, -0.47455, -0.47455, 0
43,0, -0.471747, -0.471747, 2.98023e-008
44,0, -0.468802, -0.468802, -2.98023e-008
45,0, -0.465716, -0.465716, -2.98023e-008
46,0, -0.462489, -0.462489, 2.98023e-008
47,0, -0.459124, -0.459124, -2.98023e-008
48,0, -0.45562, -0.45562, -2.98023e-008
49,0, -0.45198, -0.45198, 0
50,0, -0.448203, -0.448203, -2.98023e-008
51,0, -0.444292, -0.444292, -2.98023e-008
52,0, -0.440246, -0.440246, -2.98023e-008
53,0, -0.436069, -0.436069, -2.98023e-008
54,0, -0.43176, -0.43176, 0
55,0, -0.427321, -0.427321, 2.98023e-008
56,0, -0.422754, -0.422754, 2.98023e-008
57,0, -0.418059, -0.418059, 2.98023e-008
58,0, -0.413238, -0.413238, 2.98023e-008
59,0, -0.408293, -0.408293, 0
60,0, -0.403226, -0.403226, -2.98023e-008
61,0, -0.398037, -0.398037, 0
62,0, -0.392728, -0.392728, 2.98023e-008
63,0, -0.387301, -0.387301, 2.98023e-008
64,0, -0.381757, -0.381757, 0
65,0, -0.376098, -0.376098, -2.98023e-008
66,0, -0.370327, -0.370327, 0
67,0, -0.364444, -0.364444, 0
68,0, -0.358451, -0.358451, 2.98023e-008
69,0, -0.35235, -0.35235, -2.98023e-008
70,0, -0.346143, -0.346143, 2.98023e-008
71,0, -0.339832, -0.339832, 0
72,0, -0.333419, -0.333419, 0
73,0, -0.326905, -0.326905, 0
74,0, -0.320293, -0.320293, 0
75,0, -0.313584, -0.313584, 0
76,0, -0.306781, -0.306781, 2.98023e-008
77,0, -0.299886, -0.299886, -2.98023e-008
78,0, -0.292901, -0.292901, 0
79,0, -0.285827, -0.285827, 2.98023e-008
80,0, -0.278667, -0.278667, 0
81,0, -0.271424, -0.271424, 0
82,0, -0.264098, -0.264098, 0
83,0, -0.256693, -0.256693, -2.98023e-008
84,0, -0.249211, -0.249211, 4.47035e-008
85,0, -0.241654, -0.241654, -1.49012e-008
86,0, -0.234024, -0.234024, 4.47035e-008
87,0, -0.226324, -0.226324, 1.49012e-008
88,0, -0.218555, -0.218555, 0
89,0, -0.210721, -0.210721, 0
90,0, -0.202823, -0.202823, 0
91,0, -0.194864, -0.194864, 0
92,0, -0.186847, -0.186847, 0
93,0, -0.178773, -0.178773, -1.49012e-008
94,0, -0.170645, -0.170645, 0
95,0, -0.162466, -0.162466, -1.49012e-008
96,0, -0.154238, -0.154238, 1.49012e-008
97,0, -0.145964, -0.145964, 0
98,0, -0.137645, -0.137645, -1.49012e-008
99,0, -0.129286, -0.129286, 0
100,0, -0.120887, -0.120887, 0
101,0, -0.112452, -0.112452, 0
102,0, -0.103983, -0.103982, -7.45058e-009
103,0, -0.0954821, -0.0954821, -7.45058e-009
104,0, -0.0869529, -0.0869529, -7.45058e-009
105,0, -0.0783975, -0.0783975, 7.45058e-009
106,0, -0.0698185, -0.0698185, 7.45058e-009
107,0, -0.0612185, -0.0612185, 0
108,0, -0.0525999, -0.0525999, 0
109,0, -0.0439656, -0.0439656, 0
110,0, -0.0353179, -0.0353179, 3.72529e-009
111,0, -0.0266596, -0.0266596, 1.86265e-009
112,0, -0.0179932, -0.0179932, 1.86265e-009
113,0, -0.00932144, -0.00932144, 0
114,0, -0.00064679, -0.000646789, -8.73115e-010
115,0, 0.00802808, 0.00802808, 0
116,0, 0.0167006, 0.0167006, 1.86265e-009
117,0, 0.0253681, 0.0253681, 0
118,0, 0.0340279, 0.0340279, 0
119,0, 0.0426776, 0.0426776, 0
120,0, 0.0513145, 0.0513145, 0
121,0, 0.0599359, 0.0599359, 3.72529e-009
122,0, 0.0685393, 0.0685393, 0
123,0, 0.0771221, 0.0771221, 0
124,0, 0.0856818, 0.0856818, -7.45058e-009
125,0, 0.0942156, 0.0942156, 7.45058e-009
126,0, 0.102721, 0.102721, -7.45058e-009
127,0, 0.111196, 0.111196, 1.49012e-008
128,0, 0.119637, 0.119637, -7.45058e-009
129,0, 0.128042, 0.128042, 0
130,0, 0.136409, 0.136409, -1.49012e-008
131,0, 0.144735, 0.144735, 0
132,0, 0.153017, 0.153017, 0
133,0, 0.161253, 0.161253, 0
134,0, 0.16944, 0.16944, 1.49012e-008
135,0, 0.177577, 0.177577, 0
136,0, 0.18566, 0.18566, 0
137,0, 0.193687, 0.193687, 0
138,0, 0.201656, 0.201656, -2.98023e-008
139,0, 0.209564, 0.209564, 0
140,0, 0.21741, 0.21741, 1.49012e-008
141,0, 0.225189, 0.225189, -1.49012e-008
142,0, 0.232901, 0.232901, 1.49012e-008
143,0, 0.240543, 0.240543, -1.49012e-008
144,0, 0.248113, 0.248113, 0
145,0, 0.255608, 0.255608, 0
146,0, 0.263026, 0.263026, -2.98023e-008
147,0, 0.270364, 0.270364, 0
148,0, 0.277622, 0.277622, 0
149,0, 0.284795, 0.284795, 5.96046e-008
150,0, 0.291884, 0.291884, 0
151,0, 0.298884, 0.298884, 2.98023e-008
152,0, 0.305794, 0.305794, -2.98023e-008
153,0, 0.312612, 0.312612, 0
154,0, 0.319336, 0.319336, 2.98023e-008
155,0, 0.325964, 0.325964, 0
156,0, 0.332494, 0.332494, 0
157,0, 0.338924, 0.338924, 0
158,0, 0.345251, 0.345251, 0
159,0, 0.351475, 0.351475, 0
160,0, 0.357593, 0.357593, 0
161,0, 0.363603, 0.363603, 0
162,0, 0.369504, 0.369504, -2.98023e-008
163,0, 0.375293, 0.375293, -2.98023e-008
