SAMPLES:	4410
BITSPERSAMPLE:	16
CHANNELS:	2
SAMPLERATE:	44100
NORMALIZED:	FALSE
-3	-3
-2	-3
-2	-3
-1	-2
-3	-3
-1	-4
-1	-1
-2	-3
-3	-4
-1	-3
-3	-3
-2	-3
-3	-4
-2	-4
-4	-3
-3	-3
-3	-2
-1	-3
-3	-3
-3	-4
-4	-3
-3	-3
-4	-4
-3	-3
-2	-3
-3	-4
-5	-2
-2	-5
-3	-4
-1	-4
-3	-3
-2	-4
-4	-4
-2	-3
-3	-3
-2	-4
-4	-3
-2	-4
-3	-3
-4	-4
-3	-4
-2	-3
-3	-4
-3	-4
-2	-3
-2	-5
-4	-4
-2	-4
-3	-3
-3	-4
-4	-4
-3	-5
-3	-3
-2	-5
-4	-3
-1	-4
-4	-4
-3	-4
-3	-4
-3	-5
-3	-3
-2	-3
-3	-4
-3	-4
-4	-3
-3	-4
-4	-4
-4	-4
-5	-4
-2	-5
-4	-4
-2	-4
-3	-5
-3	-4
-3	-4
-3	-5
-5	-4
-3	-4
-3	-3
-2	-4
-3	-4
-3	-5
-4	-4
-2	-4
-2	-4
-1	-4
-3	-5
-2	-4
-4	-4
-3	-6
-4	-5
-1	-5
-4	-4
-4	-5
-4	-4
-3	-6
-5	-3
-4	-5
-4	-4
-2	-4
-5	-5
-3	-4
-5	-3
-3	-4
-4	-5
-3	-5
-4	-2
-4	-6
-4	-4
-3	-5
-5	-4
-3	-5
-5	-5
-4	-5
-5	-4
-3	-7
-5	-5
-3	-5
-4	-4
-2	-6
-5	-5
-3	-4
-5	-4
-2	-4
-5	-4
-5	-5
-6	-5
-2	-5
-3	-4
-3	-6
-6	-3
-4	-6
-4	-3
-2	-7
-4	-5
-4	-7
-5	-6
-3	-6
-5	-4
-5	-5
-3	-5
-4	-6
-6	-5
-4	-6
-4	-4
-4	-6
-4	-4
-4	-6
-5	-4
-3	-6
-5	-5
-5	-6
-5	-5
-4	-6
-5	-5
-3	-6
-5	-4
-3	-6
-6	-5
-3	-6
-4	-5
-2	-6
-5	-4
-4	-7
-5	-6
-3	-7
-5	-6
-3	-8
-6	-5
-3	-8
-5	-6
-4	-5
-4	-6
-2	-4
-4	-6
-1	-5
-4	-7
-2	-7
-5	-5
-5	-6
-5	-5
-5	-7
-5	-5
-4	-6
-4	-4
-2	-6
-5	-5
-5	-7
-4	-5
-3	-6
-4	-6
-3	-6
-5	-6
-3	-7
-4	-6
-4	-6
-4	-5
-5	-6
-6	-5
-3	-8
-6	-5
-3	-7
-6	-4
-4	-6
-5	-5
-3	-8
-4	-6
-4	-7
-5	-6
-4	-6
-4	-6
-5	-7
-4	-5
-4	-8
-5	-5
-4	-7
-5	-6
-5	-7
-5	-6
-3	-6
-5	-4
-3	-6
-5	-5
-3	-7
-6	-5
-4	-7
-4	-6
-4	-7
-6	-7
-4	-6
-6	-6
-4	-8
-6	-5
-4	-8
-5	-6
-3	-7
-5	-6
-4	-7
-5	-6
-4	-6
-4	-6
-3	-7
-6	-6
-3	-8
-6	-6
-3	-8
-5	-6
-4	-6
-5	-6
-4	-8
-7	-6
-2	-7
-6	-6
-4	-7
-4	-7
-5	-6
-6	-7
-2	-8
-5	-6
-4	-8
-3	-6
-3	-6
-4	-5
-4	-8
-5	-7
-3	-6
-4	-6
-3	-7
-4	-6
-3	-10
-5	-6
-4	-8
-4	-8
-4	-8
-4	-7
-4	-8
-4	-6
-4	-8
-4	-8
-4	-7
-5	-7
-4	-9
-5	-6
-4	-8
-5	-7
-3	-8
-4	-7
-2	-8
-4	-6
-3	-8
-5	-9
-4	-10
-5	-7
-3	-9
-6	-7
-3	-9
-5	-7
-3	-10
-5	-7
-4	-10
-5	-6
-4	-10
-4	-8
-3	-9
-4	-7
-2	-8
-5	-7
-3	-9
-6	-8
-3	-10
-6	-9
-3	-10
-4	-8
-2	-10
-6	-9
-3	-9
-5	-8
-2	-9
-5	-9
-3	-9
-5	-9
-4	-9
-4	-8
-3	-9
-4	-8
-5	-9
-4	-7
-5	-9
-6	-8
-4	-9
-5	-7
-3	-10
-6	-8
-3	-9
-5	-7
-3	-10
-6	-8
-3	-9
-4	-7
-3	-10
-5	-7
-4	-8
-6	-8
-3	-9
-5	-7
-3	-11
-4	-8
-4	-10
-5	-8
-3	-10
-5	-7
-3	-10
-6	-6
-4	-9
-5	-8
-4	-9
-6	-8
-3	-10
-6	-8
-4	-10
-5	-8
-4	-10
-6	-9
-4	-9
-5	-9
-3	-9
-5	-7
-3	-10
-6	-9
-4	-9
-6	-8
-2	-10
-6	-9
-4	-9
-5	-8
-5	-10
-6	-8
-5	-11
-6	-8
-5	-9
-5	-9
-3	-10
-5	-8
-5	-10
-5	-8
-4	-11
-6	-8
-4	-10
-6	-8
-4	-11
-6	-9
-4	-10
-5	-10
-4	-11
-7	-9
-5	-12
-6	-8
-5	-11
-5	-8
-3	-11
-5	-10
-4	-10
-6	-9
-3	-11
-6	-9
-5	-11
-6	-9
-4	-12
-6	-10
-4	-11
-6	-10
-3	-11
-6	-8
-4	-11
-6	-10
-3	-11
-5	-10
-4	-10
-5	-9
-4	-12
-5	-9
-3	-11
-5	-9
-3	-11
-6	-9
-5	-12
-6	-9
-4	-11
-5	-9
-2	-11
-5	-10
-3	-10
-5	-9
-3	-11
-6	-9
-4	-11
-5	-9
-4	-11
-5	-10
-4	-12
-5	-9
-4	-11
-6	-10
-3	-13
-6	-10
-5	-12
-5	-9
-5	-11
-6	-9
-4	-12
-5	-10
-6	-12
-7	-10
-4	-13
-7	-10
-5	-11
-7	-10
-5	-13
-7	-9
-4	-12
-6	-11
-4	-12
-5	-11
-4	-13
-6	-10
-3	-12
-7	-12
-3	-12
-6	-10
-4	-13
-6	-12
-4	-12
-7	-10
-4	-12
-6	-11
-4	-14
-5	-10
-3	-13
-7	-11
-3	-13
-5	-11
-3	-13
-6	-11
-4	-14
-5	-12
-4	-13
-5	-11
-4	-13
-7	-10
-4	-14
-7	-10
-4	-13
-6	-11
-3	-13
-6	-9
-5	-13
-5	-10
-3	-11
-5	-11
-5	-13
-4	-11
-2	-13
-5	-11
-6	-14
-7	-12
-5	-13
-6	-10
-3	-13
-5	-10
-4	-12
-7	-11
-4	-13
-6	-12
-5	-14
-7	-12
-4	-14
-5	-11
-4	-13
-5	-10
-3	-13
-5	-12
-4	-13
-6	-11
-4	-14
-6	-11
-4	-13
-5	-12
-3	-14
-4	-12
-3	-13
-6	-12
-4	-13
-6	-12
-3	-14
-6	-12
-5	-15
-6	-12
-3	-14
-5	-11
-4	-15
-6	-12
-4	-15
-7	-11
-3	-14
-5	-11
-4	-15
-7	-12
-5	-14
-7	-12
-4	-14
-7	-13
-4	-14
-5	-12
-4	-15
-7	-12
-3	-15
-6	-13
-5	-13
-6	-12
-5	-15
-6	-13
-4	-15
-6	-12
-4	-15
-6	-11
-3	-14
-7	-12
-4	-15
-6	-14
-4	-15
-5	-12
-3	-15
-6	-13
-4	-17
-6	-12
-4	-16
-6	-12
-3	-15
-7	-13
-3	-15
-6	-12
-4	-16
-6	-13
-3	-15
-6	-13
-2	-15
-5	-14
-3	-16
-5	-13
-4	-16
-4	-13
-4	-16
-6	-13
-4	-16
-6	-14
-4	-16
-5	-13
-4	-16
-5	-13
-2	-16
-6	-13
-3	-16
-6	-13
-4	-16
-6	-14
-3	-17
-5	-15
-3	-18
-6	-13
-4	-17
-6	-13
-3	-17
-6	-14
-4	-17
-6	-14
-3	-18
-6	-15
-4	-17
-5	-13
-3	-17
-7	-15
-4	-17
-5	-14
-4	-17
-6	-15
-3	-17
-5	-14
-4	-18
-6	-14
-4	-17
-6	-15
-5	-17
-7	-15
-3	-18
-6	-15
-4	-18
-5	-15
-3	-18
-7	-14
-4	-18
-8	-16
-3	-17
